"Project Number","Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued"
NS0011-000,Orilissa,elagolix,"Moderate to severe pain associated with endometriosis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0471-000,Orkambi,lumacaftor/ivacaftor,"Cystic Fibrosis, F508del CFTR mutation","Do not reimburse",Complete,"Jan 28, 2016","Oct 26, 2016"
SR0559-000,Orkambi,lumacaftor/ivacaftor,"Cystic Fibrosis, F508del CFTR mutation in patients 6 years and older","Do not reimburse",Complete,"Feb 22, 2018","Sep 26, 2018"
SR0723-000,Orladeyo,berotralstat,"hereditary angioedema (HAE)","Reimburse with clinical criteria and/or conditions",Complete,"Feb 22, 2022","Feb 17, 2023"
SR0709-000,Osphena,ospemifene,"Dyspareunia, vaginal dryness","Reimburse with clinical criteria and/or conditions",Complete,"Oct 26, 2021","May 13, 2022"
SR0478-000,Otezla,Apremilast,"Psoriasis, moderate to severe plaque","Reimburse with clinical criteria and/or conditions",Complete,"Mar 3, 2016","Oct 26, 2016"
SR0400-000,Otezla,Apremilast,"Plaque psoriasis","Do not list",Complete,"Oct 8, 2014","Jul 22, 2015"
SR0437-000,Otezla,Apremilast,"Arthritis, psoriatic","List with criteria/condition",Complete,"Jun 8, 2015","Dec 17, 2015"
SR0704-000,Oxervate,cenegermin,"Neurotrophic keratitis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 29, 2021","Jun 23, 2022"
SR0734-000,Oxlumo,lumasiran,"Primary hyperoxaluria type 1","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2022","Feb 8, 2023"
SR0553-000,Ozanex,ozenoxacin,Impetigo,"Do not reimburse",Complete,"Jan 25, 2018","Oct 24, 2018"
SR0594-000,Ozempic,semaglutide,"Diabetes mellitus, type 2","Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2018","May 15, 2019"
SR0739-000,Ozurdex,"dexamethasone intravitreal implant","Diabetic macular edema","Do not reimburse",Complete,"Jun 8, 2022","Dec 13, 2022"
SR0247-000,Ozurdex,"Dexamethasone intravitreal implant","Macular edema, central retinal vein occlusion","Do not list",Complete,"Sep 1, 2011","Apr 25, 2012"
NS0033-000,Ozurdex,"dexamethasone intravitreal implant","Non-infectious uveitis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0535-000,Ozurdex,dexamethasone,"Diabetic macular edema","Do not reimburse",Complete,"Sep 26, 2017","Oct 24, 2018"
PC0251-000,Padcev,"enfortumab vedotin","Locally advanced or metastatic urothelial carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Jun 23, 2021","Jan 6, 2022"
PC0353-000,Padcev,"enfortumab vedotin","Metastatic urothelial cancer","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2024","Nov 29, 2024"
SR0712-000,Palynziq,pegvaliase,Phenylketonuria,"Reimburse with clinical criteria and/or conditions",Complete,"Dec 22, 2021","Nov 9, 2022"
SR0054-000,"Pantoloc M","Pantoprazole magnesium","Gastric acid secretion, reduction of","List in a similar manner to other drugs in class",Complete,"Mar 17, 2006","Jul 20, 2006"
SR0808-000,Paxlovid,nirmatrelvir/ritonavir,"Mild-to-moderate COVID-19, treatment","Reimburse with clinical criteria and/or conditions",Complete,"Sep 15, 2023","Apr 11, 2024"
SR0653-000,pdp-levETIRAcetam,Levetiracetam,Epilepsy,"Reimburse with clinical criteria and/or conditions",Complete,"Jul 17, 2020","Feb 3, 2021"
SR0013-000,"Pegasys RBV","Peginterferon alfa-2a and Ribavirin","Hepatitis C, chronic","List in a similar manner to other drugs in class",Complete,"May 14, 2004","Oct 14, 2004"
PC0252-000,Pemazyre,pemigatinib,Cholangiocarcinoma,"Do not reimburse",Complete,"Jun 23, 2021","Mar 23, 2022"
PC0391-000,Pemazyre,pemigatinib,Cholangiocarcinoma,"Reimburse with clinical criteria and/or conditions",Complete,"Oct 18, 2024","May 5, 2025"
PC0241-000,Perjeta,pertuzumab,"Early stage breast cancer","Do not reimburse",Complete,"Apr 14, 2021","Jan 25, 2022"
PC0018-000,"Perjeta Herceptin Combo Pack",Pertuzumab,"Metastatic Breast Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Aug 1, 2013"
PC0050-000,"Perjeta or Perjeta-Herceptin Combo Pack",Pertuzumab,"Neoadjuvant Breast Cancer","Do not reimburse",Complete,,"Jul 16, 2015"
PC0127-000,"Perjeta-Herceptin Combo Pack","Pertuzumab-Trastuzumab Combo Pack","Early Breast Cancer","Do not reimburse",Complete,,"Nov 29, 2018"
SR0671-000,Perseris,risperidone,"Schizophrenia, adults","Reimburse with clinical criteria and/or conditions",Complete,"Jan 29, 2021","Sep 8, 2021"
SR0452-000,Pheburane,"Sodium phenylbutyrate","Urea cycle disorders",List,Complete,"Oct 20, 2015","Apr 15, 2016"
SR0858-000,Piasky,crovalimab,"paroxysmal nocturnal  hemoglobinuria (PNH)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 1, 2024","Jul 21, 2025"
SR0330-000,Picato,"Ingenol mebutate","Actinic keratosis","Do not list",Complete,"May 9, 2013","Jan 22, 2014"
SF0382-000,Picato,"Ingenol mebutate","Actinic keratosis",N/A,Complete,"May 26, 2014",
SR0582-000,Pifeltro,doravirine,"HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Nov 16, 2018","May 14, 2019"
PC0247-000,Piqray,alpelisib,"Advanced or Metastatic Breast Cancer","Do not reimburse",Complete,"Apr 21, 2021","Jan 26, 2022"
SR0440-000,Plegridy,"Peginterferon beta-1a","Multiple sclerosis, relapsing-remitting","List with criteria/condition",Complete,"Jun 26, 2015","Dec 17, 2015"
PC0297-000,Pluvicto,"lutetium vipivotide tetraxetan","Metastatic castration-resistant prostate cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jul 21, 2022","Mar 3, 2023"
PC0313-000,Polivy,"polatuzumab vedotin","Large B-cell lymphoma","Do not reimburse",Complete,"Mar 1, 2023","Dec 20, 2023"
PC0227-000,Polivy,"Polatuzumab Vedotin","Diffuse large B-cell lymphoma (DLBCL)","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 21, 2021"
PC0397-000,Polivy,"polatuzumab vedotin","Large B-cell lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 27, 2024","Jul 3, 2025"
PC0036-000,Pomalyst,Pomalidomide,"Multiple Myeloma","Reimburse with clinical criteria and/or conditions",Complete,,"Jul 31, 2014"
PC0165-000,Pomalyst,Pomalidomide,"Multiple Myeloma","Reimburse with clinical criteria and/or conditions",Complete,,"Sep 18, 2019"
SR0871-000,"Pombiliti with Opfolda","cipaglucosidase alfa with miglustat","Pompe disease","Reimburse with clinical criteria and/or conditions",Complete,"Nov 29, 2024","Jul 21, 2025"
PC0244-000,Poteligeo,mogamulizumab,"mycosis fungoides (MF), Sézary syndrome (SS)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 13, 2021","Aug 12, 2022"
SF0320-000,Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism","List with clinical criteria and/or conditions",Complete,"Mar 18, 2013","Jul 18, 2013"
SR0140-000,Pradaxa,"Dabigatran etexilate","Thromboembolism (venous), prevention","Do not list",Complete,"Jul 8, 2008","Jan 28, 2009"
SR0202-000,Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism",,Cancelled,"May 31, 2010",
SR0214-000,Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism","List with clinical criteria and/or conditions",Complete,"Oct 28, 2010","Jun 22, 2011"
SR0469-000,Praluent,Alirocumab,"Primary hypercholesterolemia (non-familial and heterozygous familial), mixed dyslipidemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 12, 2016","Jul 20, 2016"
SR0492-000,Praxbind,"Idarucizumab (Drug Plan Submission)","Reversal of dabigatran anticoagulant effects",,Withdrawn,"May 30, 2016",
SR0824-000,Prevymis,letermovir,"Cytomegalovirus infection (CMV), prophylaxis",,Withdrawn,"Oct 30, 2023",
SR0545-000,Prevymis,letermovir,"Cytomegalovirus infection, prophylaxis","Reimburse with clinical criteria and/or conditions",Complete,"Dec 7, 2017","Jun 20, 2018"
SR0090-000,Prexige,Lumiracoxib,"Osteoarthritis (Knee)","Do not list",Complete,"Dec 15, 2006","Jul 25, 2007"
SR0381-000,Prezcobix,Darunavir/cobicistat,"HIV Infection","List with criteria/condition",Complete,"May 22, 2014","Mar 18, 2015"
SR0163-000,Prezista,Darunavir,"HIV (treatment naive)","List with clinical criteria and/or conditions",Complete,"Mar 27, 2009","Oct 14, 2009"
SR0194-000,Prezista,Darunavir,"HIV infection (Pediatric)","List with clinical criteria and/or conditions",Complete,"Dec 22, 2009","Jun 17, 2010"
SR0072-000,Prezista,Darunavir,"HIV infection","List with clinical criteria and/or conditions",Complete,"Aug 29, 2006","Feb 14, 2007"
SR0159-000,Pristiq,"Desvenlafaxine succinate","Depressive, Major Disorder (MDD)","Do not list",Complete,"Mar 5, 2009","Sep 23, 2009"
SR0550-000,Probuphine,"buprenorphine hydrochloride","Opioid drug dependence, treatment","Reimburse with clinical criteria and/or conditions",Complete,"Dec 21, 2017","Aug 22, 2018"
SR0526-000,Procysbi,"cysteamine bitartrate","Nephropathic cystinosis","Reimburse with clinical criteria and/or conditions",Complete,"Aug 8, 2017","Jan 24, 2018"
PC0051-000,Proleukin,"Aldesleukin (IL-2)","In-transit Melanoma",Reimburse,Complete,,"Jun 22, 2015"
SR0208-000,Prolia,Denosumab,"Osteoporosis, postmenopausal women","List with clinical criteria and/or conditions",Complete,"Aug 26, 2010","Mar 30, 2011"
SF0453-000,Prolia,Denosumab,Osteoporosis,"Reimburse with clinical criteria and/or conditions",Complete,"Oct 26, 2015","May 20, 2016"
SR0414-000,Prolia,"Denosumab (Drug Plan Submission)","Osteoporosis, men","List with clinical criteria and/or conditions",Complete,"Mar 10, 2015","Sep 21, 2015"
SR0883-000,Qalsody,tofersen,"Amyotrophic  lateral sclerosis (ALS)","Reimburse with clinical criteria and/or conditions",Complete,"Feb 27, 2025","Nov 24, 2025"
PC0265-000,Qinlock,ripretinib,"Gastrointestinal stromal tumours","Reimburse with clinical criteria and/or conditions",Complete,"Oct 15, 2021","Apr 28, 2022"
SR0493-000,Quinsair,Levofloxacin,"Cystic fibrosis with chronic pulmonary Pseudomonas aeruginosa infections","Reimburse with clinical criteria and/or conditions",Complete,"May 31, 2016","Nov 21, 2016"
SR0724-000,Qulipta,atogepant,"Migraine, prevention","Reimburse with clinical criteria and/or conditions",Complete,"Feb 23, 2022","Jun 14, 2023"
SR0817-000,Qulipta,atogepant,"Migraine, prevention","Reimburse with clinical criteria and/or conditions",Complete,"Dec 21, 2023","Jul 15, 2024"
SR0862-000,Quviviq,daridorexant,Insomnia,"Do not reimburse",Complete,"Dec 5, 2024","Oct 9, 2025"
SR0727-000,Radicava,edaravone,"Amyotrophic lateral sclerosis","Reimburse with clinical criteria and/or conditions",Complete,"Mar 10, 2022","Dec 22, 2022"
SR0573-000,Radicava,edaravone,"amyotrophic lateral sclerosis","Reimburse with clinical criteria and/or conditions",Complete,"Jul 5, 2018","Mar 27, 2019"
SR0110-000,Ralivia,"Tramadol hydrochloride",Pain,"Do not list",Complete,"Oct 29, 2007","Jun 25, 2008"
SR0261-000,RAPAFLO,Silodosin,"Benign prostatic hyperplasia","Do not list",Complete,"Oct 25, 2011","Apr 19, 2012"
SF0102-000,Raptiva,Efalizumab,"Psoriasis, moderate to severe chronic plaque",N/A,Complete,"Jun 19, 2007",
SR0043-000,Raptiva,Efalizumab,"Psoriasis, moderate to severe chronic plaque","List with clinical criteria and/or conditions",Complete,"Oct 25, 2005","Aug 24, 2006"
SR0118-000,Rasilez,Aliskiren,Hypertension,"Do not list",Complete,"Nov 30, 2007","Jun 25, 2008"
SR0497-000,Ravicti,"glycerol phenylbutyrate","Urea cycle disorders","Reimburse with clinical criteria and/or conditions",Complete,"Aug 30, 2016","Mar 21, 2017"
SR0298-000,Rebif,"Interferon beta-1a","Clinically isolated syndrome","Do not list",Complete,"Mar 8, 2013","Aug 15, 2013"
SR0669-000,Reblozyl,luspatercept,"beta-thalassemia associated anemia","Reimburse with clinical criteria and/or conditions",Complete,"Nov 26, 2020","Jun 8, 2021"
SR0670-000,Reblozyl,luspatercept,"Myelodysplastic syndromes-associated anemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 28, 2021","Dec 7, 2021"
SR0850-000,Rebyota,"fecal microbiota","Clostridioides difficile infection, prevention","Reimburse with clinical criteria and/or conditions",Complete,"Jan 3, 2025","Nov 13, 2025"
SR0919-000,Redemplo,plozasiran,"Familial chylomicronemia syndrome (FCS)",,Active,"Dec 19, 2025",
SR0135-000,Relistor,"Methylnaltrexone bromide","Constipation, Opioid-induced","Do not list",Complete,"May 7, 2008","Jan 28, 2009"
SR0021-000,Relpax,"Eletriptan hydrobromide",Migraine,"Do not list",Complete,"Sep 21, 2004","Mar 23, 2005"
SR0146-000,Remicade,Infliximab,"Ulcerative Colitis","Do not list",Complete,"Sep 29, 2008","Apr 22, 2009"
SR0011-000,Remodulin,"Treprostinil sodium","Pulmonary arterial hypertension (NYHA Class III and IV patients)","Do not list",Complete,"Jul 14, 2004","Nov 17, 2004"
SR0052-000,Remodulin,"Treprostinil sodium","Pulmonary arterial hypertension (NYHA Class III and IV patients)","List with clinical criteria and/or conditions",Complete,"Feb 24, 2006","Jul 20, 2006"
SR0659-000,Remsima,infliximab,"Rheumatoid arthritis","Reimburse with clinical criteria and/or conditions",Complete,"Sep 24, 2020","Apr 22, 2021"
SR0816-001,Remsima,infliximab,"Ulcerative Colitis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 4, 2023","Apr 22, 2024"
SR0816-000,Remsima,infliximab,"Crohn’s disease","Reimburse with clinical criteria and/or conditions",Complete,"Oct 4, 2023","Apr 22, 2024"
SE0383-000,Remsima,Infliximab,"Ankylosing spondylitis; arthritis, psoriatic; arthritis, rheumatoid; plaque psoriasis",,Withdrawn,"May 30, 2014",
SE0532-000,Renflexis,infliximab,"rheumatoid arthritis, ankylosing spondylitis, adult Crohn’s disease, pediatric Crohn’s disease, fistulising Crohn’s disease, adult ulcerative colitis, pediatric ulcerative colitis, psoriatic arthritis, plaque psoriasis","Reimburse with clinical criteria and/or conditions",Complete,"Sep 5, 2017","Feb 20, 2018"
SR0441-000,Repatha,Evolocumab,"Primary hyperlipidemia; mixed dyslipidemia","List with clinical criteria and/or conditions",Complete,"Jun 30, 2015","Feb 19, 2016"
SR0821-000,Repatha,evolocumab,"Primary hyperlipidemia","Reimburse with clinical criteria and/or conditions",Complete,"Nov 29, 2023","Aug 8, 2024"
SR0515-000,Repatha,Evolocumab,"Primary hyperlipidemia and mixed dyslipidemia","Reimburse with clinical criteria and/or conditions",Complete,"Feb 17, 2017","Nov 22, 2017"
SR0006-000,Replagal,"Agalsidase alfa","Fabry Disease","Do not list",Complete,"Feb 19, 2004","Nov 24, 2004"
SR0266-000,Resotran,Prucalopride,"Constipation, chronic","Do not list",Complete,"Jan 30, 2012","Jul 19, 2012"
SR0222-000,"Restasis ophthalmic emulsion",Cyclosporine,"Dry eye disease","Do not list",Complete,"Dec 17, 2010","Jul 18, 2011"
PC0274-000,Retevmo,selpercatinib,"Thyroid cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 29, 2021","Jun 29, 2022"
PC0264-000,Retevmo,selpercatinib,"Thyroid cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 29, 2021","Sep 26, 2022"
PC0261-000,Retevmo,selpercatinib,"RET fusion-positive non-small cell lung cancer","Reimburse with clinical criteria and/or conditions",Complete,"Aug 17, 2021","Apr 28, 2022"
SR0076-000,Revatio,"Sildenafil citrate","Pulmonary arterial hypertension (WHO class II and III)","List in a similar manner",Complete,"Sep 20, 2006","Feb 14, 2007"
SR0459-000,Revestive,Teduglutide,"Short bowel syndrome","Reimburse with clinical criteria and/or conditions",Complete,"Nov 26, 2015","Jul 27, 2016"
SR0606-000,Revestive,teduglutide,"Short Bowel Syndrome (SBS), pediatrics","Reimburse with clinical criteria and/or conditions",Complete,"May 29, 2019","Nov 19, 2019"
PC0141-000,Revlimid,Lenalidomide,"Multiple Myeloma (+bortezomib+dex)","Reimburse with clinical criteria and/or conditions",Complete,"Dec 21, 2018","Jun 19, 2019"
PC0029-000,Revlimid,Lenalidomide,"Multiple Myeloma (as maintenance therapy)","Reimburse with clinical criteria and/or conditions",Complete,,"Oct 22, 2013"
PC0061-000,Revlimid,Lenalidomide,"Multiple Myeloma, newly diagnosed","Reimburse with clinical criteria and/or conditions",Complete,,"Dec 3, 2015"
SR0230-000,Revolade,"Eltrombopag olamine","Chronic immune thrombocytopenic purpura","Do not list",Complete,"Apr 26, 2011","Oct 24, 2011"
SR0377-000,Revolade,Eltrombopag,"Thrombocytopenia associated with chronic hepatitis c infection","List with criteria/condition",Complete,"Mar 31, 2014","Mar 18, 2015"
NS0007-000,Revolade,eltrombopag,"Severe aplastic anemia","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0514-000,Rexulti,Brexpiprazole,schizophrenia,"Reimburse with clinical criteria and/or conditions",Complete,"Feb 3, 2017","Nov 22, 2017"
SR0002-000,Reyataz,Atazanavir,"HIV infection","List in a similar manner to other drugs in class",Complete,"Dec 16, 2003","May 27, 2004"
SR0789-000,Rezurock,belumosudil,"Graft-versus-host disease","Reimburse with clinical criteria and/or conditions",Complete,"Jul 26, 2023","Feb 15, 2024"
SR0759-000,Rinvoq,upadacitinib,"ankylosing spondylitis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 17, 2022","May 11, 2023"
SR0730-000,Rinvoq,upadacitinib,"Ulcerative colitis","Reimburse with clinical criteria and/or conditions",Complete,"Apr 18, 2022","Sep 1, 2023"
SR0658-000,Rinvoq,upadacitinib,"Psoriatic Arthritis, adults","Reimburse with clinical criteria and/or conditions",Complete,"Jan 4, 2021","Aug 4, 2021"
SR0685-000,Rinvoq,upadacitinib,"atopic dermatitis","Reimburse with clinical criteria and/or conditions",Complete,"Apr 13, 2021","Jun 8, 2022"
SR0877-000,Rinvoq,upadacitinib,"Giant cell arteritis","Reimburse with clinical criteria and/or conditions",Active,"May 16, 2025","Feb 27, 2026"
SR0614-000,Rinvoq,upadacitinib,"Arthritis, Rheumatoid","Reimburse with clinical criteria and/or conditions",Complete,"Jul 4, 2019","Feb 4, 2020"
SR0775-000,Rinvoq,upadacitinib,"Crohns disease","Reimburse with clinical criteria and/or conditions",Complete,"Jun 5, 2023","Dec 14, 2023"
SR0270-000,Rituxan,Rituximab,"Granulomatosis with polyangiitis and microscopic polyangiitis","List with clinical criteria and/or conditions",Complete,"Feb 24, 2012","Aug 16, 2012"
SR0068-000,Rituxan,Rituximab,"Arthritis, Rheumatoid","List with clinical criteria and/or conditions",Complete,"Jun 26, 2006","Feb 14, 2007"
PC0102-000,Rituxan,Rituximab,"Acute Lymphoblastic Leukemia","Do not reimburse",Complete,,"Aug 31, 2017"
SR0429-000,Rosiver,Ivermectin,Rosacea,"List with criteria/condition",Complete,"Apr 30, 2015","Nov 19, 2015"
PC0278-000,Rozlytrek,entrectinib,"Extracranial solid tumours with NTRK gene fusion","Reimburse with clinical criteria and/or conditions",Complete,"Jan 25, 2022","Nov 3, 2022"
PC0206-000,Rozlytrek,Entrectinib,"ROS1-positive NSCLC","Reimburse with clinical criteria and/or conditions",Complete,,"Jan 27, 2021"
SR0760-000,Rukobia,fostemsavir,"Human immunodeficiency virus type 1 (HIV-1)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 28, 2022","May 10, 2023"
SR0660-000,Ruzurgi,amifampridine,"Lambert-Eaton myasthenic syndrome","Reimburse with clinical criteria and/or conditions",Complete,"Oct 5, 2020","Apr 20, 2021"
SR0848-000,Ryaltris,"olopatadine hydrochloride and mometasone","Seasonal allergic rhinitis","Do not reimburse",Complete,"Jun 21, 2024","Apr 8, 2025"
SR0637-000,Rybelsus,semaglutide,"diabetes mellitus, type 2","Reimburse with clinical criteria and/or conditions",Complete,"Nov 26, 2020","Jun 8, 2021"
PC0289-000,Rybrevant,amivantamab,"Non-small cell lung cancer","Reimburse with clinical criteria and/or conditions",Complete,"Apr 21, 2022","Mar 1, 2023"
PC0393-000,Rybrevant,amivantamab,"Locally advanced or metastatic non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Feb 20, 2025","Aug 28, 2025"
PC0376-000,Rybrevant,amivantamab,"Locally advanced or metastatic non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Jun 21, 2024","Jan 10, 2025"
PC0193-000,Rydapt,Midostaurin,"Systemic Mastocytosis","Do not reimburse",Complete,,"Apr 2, 2020"
PC0108-000,Rydapt,Midostaurin,"Acute Myeloid Leukemia",Reimburse,Complete,,"Dec 19, 2017"
PC0301-000,Rylaze,"crisantaspase recombinant","Acute lymphoblastic leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Aug 18, 2022","Apr 26, 2023"
